time,vx,vy,yaw,duty
1.044215393066406250e+01,9.018953172401780183e-01,8.412653865597355396e-02,6.642385239616044323e-02,5.500000000000000028e-02
1.045013928413391113e+01,8.941746552153316818e-01,8.468381842528260872e-02,6.746227368732744811e-02,5.500000000000000028e-02
1.045801281929016113e+01,8.920090774474452866e-01,8.460270252531147672e-02,6.427916768095842670e-02,5.500000000000000028e-02
1.046689057350158691e+01,8.924451844652911969e-01,8.560194360514018774e-02,6.215087116261124728e-02,5.500000000000000028e-02
1.047550630569458008e+01,8.930679151471405675e-01,8.759955875852525053e-02,6.028218640910382869e-02,5.500000000000000028e-02
1.048329043388366699e+01,8.945893782635427893e-01,9.114379563413638197e-02,5.902458173240859862e-02,5.500000000000000028e-02
1.049201011657714844e+01,8.998376130262550898e-01,9.343640165022644439e-02,5.828431996609441390e-02,5.500000000000000028e-02
1.050050425529479980e+01,8.959582953426039609e-01,9.235824392115229986e-02,5.823977232317417013e-02,5.500000000000000028e-02
1.050810027122497559e+01,8.957008762611302632e-01,9.124862277635528707e-02,5.822136519106506369e-02,5.500000000000000028e-02
1.051700830459594727e+01,8.925659241699669399e-01,8.781562737609027725e-02,5.746107831259054943e-02,5.500000000000000028e-02
1.052562165260314941e+01,8.928239137853222207e-01,8.487141078377012648e-02,5.830890659446499869e-02,5.500000000000000028e-02
1.053386831283569336e+01,8.938985299752928437e-01,8.321443760858356076e-02,5.836519301902558937e-02,5.500000000000000028e-02
1.054183030128479004e+01,9.016606686636897683e-01,8.274515307188859414e-02,5.973639436711705025e-02,5.500000000000000028e-02
1.055050802230834961e+01,8.959093728978023696e-01,8.013612485441692912e-02,5.965077364797968795e-02,5.500000000000000028e-02
1.055833506584167480e+01,9.046814722069835835e-01,7.757454244080171091e-02,6.032522420984745559e-02,5.500000000000000028e-02
1.056722331047058105e+01,9.040937337756205228e-01,7.351537375378944250e-02,6.063068729214940444e-02,5.500000000000000028e-02
1.057555627822875977e+01,9.018917566822179932e-01,6.924687034166021604e-02,6.123277758731780762e-02,5.500000000000000028e-02
1.058414053916931152e+01,9.093264936778503449e-01,6.629258346750147024e-02,6.236457827824537503e-02,5.500000000000000028e-02
1.059212613105773926e+01,9.139040914411111771e-01,6.354013113706193094e-02,6.253522282195664306e-02,5.500000000000000028e-02
